description,category
"No power cut in our area, transformer stable.",Electric Department
Potholes on main road causing accidents during rain.,Road Department
Wires hanging dangerously near the electric pole.,Electric Department
The ceiling in our apartment is about to collapse.,Building Department
"No electricity since last night, transformer seems burnt.",Electric Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
Power supply interrupted due to damaged electric pole.,Electric Department
No water supply in the colony since morning.,Water Supply Department
"Drinking water contaminated, smells bad.",Water Supply Department
No water supply in the colony since morning.,Water Supply Department
Newly built road already showing cracks and uneven surface.,Road Department
"Electric  transformer  making  loud  noise,  possible  fire  risk.",Electric Department
"Open manhole near park, dangerous for children. please resolve this issue soon.",Sewerage Department
The roof of the building is leaking during rainfall.,Building Department
Potholes  filled  with  water  causing  vehicle  skidding.,Road Department
Building under construction without safety barricades.,Building Department
"Drainage system clogged, water overflowing onto road.",Sanitation Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
Sewer pipeline damaged causing leakages.,Sewerage Department
Uncollected  garbage  making  the  area  unhygienic. please resolve this issue soon.,Sanitation Department
No water supply in the colony since morning.,Water Supply Department
water coming muddy and not suitable for drinking.,Water Supply Department
Water supply disrupted due to pump malfunction.,Water Supply Department
waste dumped openly on roadside attracting animals.,Sanitation Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
Water coming muddy and not suitable for drinking.,Water Supply Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Waste dumped openly on roadside attracting animals.,Sanitation Department
Water coming muddy and not suitable for drinking.,Water Supply Department
"No power cut in our area, transformer stable.",Electric Department
Sewer pipeline damaged causing leakages.,Sewerage Department
Transformer burst causing short circuit and power failure. please resolve this issue soon.,Electric Department
Water pipeline burst near main road causing wastage.,Water Supply Department
"No electricity since last night, transformer seems burnt. please resolve this issue soon.",Electric Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Road repair work incomplete for several weeks.,Road Department
Sewer  line  overflowing  and  spreading  dirty  water.,Sewerage Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
Road repair work incomplete for several weeks.,Road Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
Road damaged badly due to heavy traffic and rain.,Road Department
Waste dumped openly on roadside attracting animals. please resolve this issue soon.,Sanitation Department
Current  fluctuation  damaging  home  appliances.,Electric Department
"Plaster peeling from walls, building looks unsafe.",Building Department
road damaged badly due to heavy traffic and rain.,Road Department
"No electricity since last night, transformer seems burnt.",Electric Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
Sewage leaking from pipeline near footpath. please resolve this issue soon.,Sewerage Department
road repair work incomplete for several weeks.,Road Department
The garbage truck hasn’t come for three days. please resolve this issue soon.,Sanitation Department
"No garbage issue today, area looks clean.",Sanitation Department
Water supply working fine with good pressure.,Water Supply Department
"Plaster peeling from walls, building looks unsafe. please resolve this issue soon.",Building Department
water supply disrupted due to pump malfunction.,Water Supply Department
Sewage leaking from pipeline near footpath.,Sewerage Department
Water coming muddy and not suitable for drinking.,Water Supply Department
"Drinking water contaminated, smells bad.",Water Supply Department
"Plaster peeling from walls, building looks unsafe.",Building Department
"Drinking water contaminated, smells bad.",Water Supply Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
"Drainage system clogged, water overflowing onto road.",Sanitation Department
Power supply interrupted due to damaged electric pole.,Electric Department
The drainage is overflowing due to heavy rain.,Sanitation Department
"Open manhole near park, dangerous for children.",Sewerage Department
New house construction encroaching on public property.,Building Department
No water in tank even after scheduled supply time.,Water Supply Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
Road damaged badly due to heavy traffic and rain.,Road Department
Potholes  filled  with  water  causing  vehicle  skidding.,Road Department
Waste dumped openly on roadside attracting animals.,Sanitation Department
electric wires snapped and lying on the road.,Electric Department
Waste dumped openly on roadside attracting animals.,Sanitation Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
Building under construction without safety barricades.,Building Department
Manhole overflowing with sewage water on street.,Sewerage Department
New house construction encroaching on public property.,Building Department
Sewer pipeline damaged causing leakages.,Sewerage Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
drainage  line  blocked  with  plastic  and  debris.,Sanitation Department
The  drainage  is  overflowing  due  to  heavy  rain.,Sanitation Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Uncollected garbage making the area unhygienic. please resolve this issue soon.,Sanitation Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Road damaged badly due to heavy traffic and rain.,Road Department
"No power cut in our area, transformer stable.",Electric Department
Potholes filled with water causing vehicle skidding. please resolve this issue soon.,Road Department
Foul smell coming from underground sewerage system.,Sewerage Department
Newly built road already showing cracks and uneven surface.,Road Department
"old flat wall plaster has fallen off, unsafe for residents.",Building Department
the road near the hospital has large potholes.,Road Department
Tap water supply irregular since last week.,Water Supply Department
Power  supply  interrupted  due  to  damaged  electric  pole.,Electric Department
The ceiling in our apartment is about to collapse.,Building Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
water pipeline burst near main road causing wastage.,Water Supply Department
Power supply interrupted due to damaged electric pole.,Electric Department
Sewage backflow inside homes during rainfall.,Sewerage Department
Potholes filled with water causing vehicle skidding.,Road Department
"sewerage  water  mixing  with  rainwater,  causing  pollution.",Sewerage Department
Holes on road making it dangerous for vehicles.,Road Department
"Open manhole near park, dangerous for children.",Sewerage Department
Holes  on  road  making  it  dangerous  for  vehicles.,Road Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
street lights are not working in our colony. please resolve this issue soon.,Electric Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
water supply disrupted due to pump malfunction.,Water Supply Department
Building under construction without safety barricades.,Building Department
Newly  built  road  already  showing  cracks  and  uneven  surface.,Road Department
Damaged footpath blocking safe walking area.,Road Department
Sewer pipeline damaged causing leakages.,Sewerage Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
"Electric transformer making loud noise, possible fire risk.",Electric Department
Low water pressure in our area since yesterday.,Water Supply Department
Cracks have appeared on the wall of the community building.,Building Department
"Road full of potholes, needs immediate repair.",Road Department
The garbage truck hasn’t come for three days.,Sanitation Department
"Building  wall  broken  after  storm,  debris  blocking  entrance.",Building Department
the roof of the building is leaking during rainfall.,Building Department
Sewage leaking from pipeline near footpath.,Sewerage Department
Water  supply  disrupted  due  to  pump  malfunction.,Water Supply Department
"House foundation damaged, wall tilting slightly.",Building Department
"Garbage  not  collected  regularly,  causing  bad  smell.",Sanitation Department
"No electricity since last night, transformer seems burnt.",Electric Department
Current fluctuation damaging home appliances.,Electric Department
"No electricity since last night, transformer seems burnt.",Electric Department
The drainage is overflowing due to heavy rain.,Sanitation Department
Wires hanging dangerously near the electric pole. please resolve this issue soon.,Electric Department
Cracks have appeared on the wall of the community building.,Building Department
Wires  hanging  dangerously  near  the  electric  pole.,Electric Department
The ceiling in our apartment is about to collapse.,Building Department
Water coming muddy and not suitable for drinking.,Water Supply Department
Electric poles damaged due to storm.,Electric Department
Building  under  construction  without  safety  barricades.,Building Department
Newly  built  road  already  showing  cracks  and  uneven  surface.,Road Department
"Electric transformer making loud noise, possible fire risk.",Electric Department
Water supply disrupted due to pump malfunction.,Water Supply Department
sewage backflow inside homes during rainfall.,Sewerage Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
"Footpath  broken  near  school,  pedestrians  facing  difficulty.",Road Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Newly built road already showing cracks and uneven surface.,Road Department
Power supply interrupted due to damaged electric pole.,Electric Department
Low water pressure in our area since yesterday.,Water Supply Department
"Building wall broken after storm, debris blocking entrance.",Building Department
Sewage leaking from pipeline near footpath.,Sewerage Department
Low water pressure in our area since yesterday.,Water Supply Department
Manhole overflowing with sewage water on street.,Sewerage Department
Building under construction without safety barricades.,Building Department
"road full of potholes, needs immediate repair.",Road Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
There is a power outage in our area since morning.,Electric Department
"Road full of potholes, needs immediate repair. please resolve this issue soon.",Road Department
New  house  construction  encroaching  on  public  property. please resolve this issue soon.,Building Department
Building under construction without safety barricades.,Building Department
"old flat wall plaster has fallen off, unsafe for residents.",Building Department
Road condition is good after repair.,Road Department
Waste dumped openly on roadside attracting animals.,Sanitation Department
drainage water stagnating and breeding mosquitoes.,Sanitation Department
Water pipeline burst near main road causing wastage.,Water Supply Department
The ceiling in our apartment is about to collapse.,Building Department
Water supply disrupted due to pump malfunction. please resolve this issue soon.,Water Supply Department
No  water  in  tank  even  after  scheduled  supply  time.,Water Supply Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
"Plaster peeling from walls, building looks unsafe.",Building Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Road damaged badly due to heavy traffic and rain.,Road Department
"Underground sewage clogged, foul smell spreading.",Sewerage Department
Damaged footpath blocking safe walking area.,Road Department
The ceiling in our apartment is about to collapse.,Building Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Road repair work incomplete for several weeks.,Road Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Road  damaged  badly  due  to  heavy  traffic  and  rain.,Road Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
"Building  wall  broken  after  storm,  debris  blocking  entrance. please resolve this issue soon.",Building Department
The roof of the building is leaking during rainfall.,Building Department
Road repair work incomplete for several weeks.,Road Department
"No electricity since last night, transformer seems burnt. please resolve this issue soon.",Electric Department
Potholes on main road causing accidents during rain.,Road Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
"Open manhole near park, dangerous for children.",Sewerage Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Potholes  on  main  road  causing  accidents  during  rain.,Road Department
Building under construction without safety barricades.,Building Department
The ceiling in our apartment is about to collapse.,Building Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
Water coming muddy and not suitable for drinking.,Water Supply Department
Uncollected garbage making the area unhygienic.,Sanitation Department
"Drainage system clogged, water overflowing onto road.",Sanitation Department
Sewage leaking from pipeline near footpath.,Sewerage Department
"No power cut in our area, transformer stable.",Electric Department
No  water  supply  in  the  colony  since  morning.,Water Supply Department
"Road full of potholes, needs immediate repair. please resolve this issue soon.",Road Department
"No electricity since last night, transformer seems burnt.",Electric Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Newly built road already showing cracks and uneven surface.,Road Department
Sewage backflow inside homes during rainfall.,Sewerage Department
Sewer pipeline damaged causing leakages. please resolve this issue soon.,Sewerage Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Potholes filled with water causing vehicle skidding.,Road Department
Potholes filled with water causing vehicle skidding.,Road Department
"No power cut in our area, transformer stable.",Electric Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
"House foundation damaged, wall tilting slightly.",Building Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
"Sewerage water mixing with rainwater, causing pollution. please resolve this issue soon.",Sewerage Department
Cracks have appeared on the wall of the community building.,Building Department
"Drinking water contaminated, smells bad.",Water Supply Department
"Building wall broken after storm, debris blocking entrance. please resolve this issue soon.",Building Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
transformer burst causing short circuit and power failure.,Electric Department
Transformer burst causing short circuit and power failure.,Electric Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
road damaged badly due to heavy traffic and rain. please resolve this issue soon.,Road Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
Sewage backflow inside homes during rainfall.,Sewerage Department
"No electricity since last night, transformer seems burnt.",Electric Department
"Building wall broken after storm, debris blocking entrance.",Building Department
Drainage water stagnating and breeding mosquitoes.,Sanitation Department
"Water  pressure  too  low,  unable  to  fill  tank.",Water Supply Department
Sewage leaking from pipeline near footpath.,Sewerage Department
Power supply interrupted due to damaged electric pole.,Electric Department
"Road full of potholes, needs immediate repair.",Road Department
New house construction encroaching on public property.,Building Department
There is a power outage in our area since morning.,Electric Department
Sewage leaking from pipeline near footpath.,Sewerage Department
Foul smell coming from underground sewerage system.,Sewerage Department
Cracks have appeared on the wall of the community building. please resolve this issue soon.,Building Department
"old flat wall plaster has fallen off, unsafe for residents.",Building Department
Drainage water stagnating and breeding mosquitoes.,Sanitation Department
Street lights are not working in our colony.,Electric Department
"No  electricity  since  last  night,  transformer  seems  burnt.",Electric Department
Sewer pipeline damaged causing leakages.,Sewerage Department
Building under construction without safety barricades.,Building Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
Transformer burst causing short circuit and power failure.,Electric Department
"No garbage issue today, area looks clean.",Sanitation Department
The roof of the building is leaking during rainfall.,Building Department
water coming muddy and not suitable for drinking.,Water Supply Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
"Open manhole near park, dangerous for children.",Sewerage Department
"No electricity since last night, transformer seems burnt.",Electric Department
"plaster peeling from walls, building looks unsafe.",Building Department
"street cleaning not done for a week, garbage everywhere.",Sanitation Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
Tap water supply irregular since last week.,Water Supply Department
Potholes on main road causing accidents during rain.,Road Department
holes on road making it dangerous for vehicles.,Road Department
Road damaged badly due to heavy traffic and rain.,Road Department
Tap  water  supply  irregular  since  last  week.,Water Supply Department
Road  damaged  badly  due  to  heavy  traffic  and  rain. please resolve this issue soon.,Road Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
Tap water supply irregular since last week.,Water Supply Department
"Road full of potholes, needs immediate repair.",Road Department
Power supply interrupted due to damaged electric pole.,Electric Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
Electric  wires  snapped  and  lying  on  the  road.,Electric Department
new house construction encroaching on public property.,Building Department
Road condition is good after repair.,Road Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
"Sewer lines cleaned recently, no overflow seen.",Sewerage Department
Holes on road making it dangerous for vehicles.,Road Department
Newly built road already showing cracks and uneven surface.,Road Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Foul smell coming from underground sewerage system.,Sewerage Department
"Old flat wall plaster has fallen off, unsafe for residents. please resolve this issue soon.",Building Department
Water supply disrupted due to pump malfunction.,Water Supply Department
"Drainage system clogged, water overflowing onto road.",Sanitation Department
Street  lights  are  not  working  in  our  colony.,Electric Department
Uncollected garbage making the area unhygienic.,Sanitation Department
No water supply in the colony since morning.,Water Supply Department
Tap water supply irregular since last week.,Water Supply Department
Road damaged badly due to heavy traffic and rain.,Road Department
Uncollected garbage making the area unhygienic.,Sanitation Department
Sewer pipeline damaged causing leakages.,Sewerage Department
"water  pressure  too  low,  unable  to  fill  tank.",Water Supply Department
Sewer pipeline damaged causing leakages.,Sewerage Department
"garbage not collected regularly, causing bad smell.",Sanitation Department
cracks have appeared on the wall of the community building.,Building Department
Sewer pipeline damaged causing leakages.,Sewerage Department
Newly built road already showing cracks and uneven surface.,Road Department
"Drainage system clogged, water overflowing onto road.",Sanitation Department
Drainage  line  blocked  with  plastic  and  debris.,Sanitation Department
"Plaster peeling from walls, building looks unsafe.",Building Department
Building under construction without safety barricades.,Building Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Pipeline  leakage  near  valve  leading  to  water  loss. please resolve this issue soon.,Water Supply Department
Road damaged badly due to heavy traffic and rain.,Road Department
The garbage truck hasn’t come for three days.,Sanitation Department
"House foundation damaged, wall tilting slightly.",Building Department
"Building wall broken after storm, debris blocking entrance.",Building Department
Waste dumped openly on roadside attracting animals. please resolve this issue soon.,Sanitation Department
Water supply disrupted due to pump malfunction.,Water Supply Department
"Electric transformer making loud noise, possible fire risk.",Electric Department
"House foundation damaged, wall tilting slightly.",Building Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
"Electric transformer making loud noise, possible fire risk.",Electric Department
No water in tank even after scheduled supply time.,Water Supply Department
Sewage backflow inside homes during rainfall.,Sewerage Department
"Plaster peeling from walls, building looks unsafe. please resolve this issue soon.",Building Department
The ceiling in our apartment is about to collapse.,Building Department
Road damaged badly due to heavy traffic and rain.,Road Department
"Building structure fine, no cracks visible.",Building Department
Damaged footpath blocking safe walking area.,Road Department
"Drinking water contaminated, smells bad.",Water Supply Department
Cracks have appeared on the wall of the community building.,Building Department
Sewer pipeline damaged causing leakages.,Sewerage Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Sewage backflow inside homes during rainfall.,Sewerage Department
sewer pipeline damaged causing leakages.,Sewerage Department
New house construction encroaching on public property.,Building Department
"Street  cleaning  not  done  for  a  week,  garbage  everywhere.",Sanitation Department
Road damaged badly due to heavy traffic and rain.,Road Department
new  house  construction  encroaching  on  public  property.,Building Department
"Building wall broken after storm, debris blocking entrance.",Building Department
Low water pressure in our area since yesterday.,Water Supply Department
Building under construction without safety barricades.,Building Department
Newly built road already showing cracks and uneven surface.,Road Department
pipeline  leakage  near  valve  leading  to  water  loss.,Water Supply Department
Road damaged badly due to heavy traffic and rain.,Road Department
The ceiling in our apartment is about to collapse.,Building Department
"old flat wall plaster has fallen off, unsafe for residents.",Building Department
The  road  near  the  hospital  has  large  potholes.,Road Department
"No power cut in our area, transformer stable.",Electric Department
Sewer pipeline damaged causing leakages.,Sewerage Department
"Road full of potholes, needs immediate repair.",Road Department
Drainage water stagnating and breeding mosquitoes.,Sanitation Department
Uncollected garbage making the area unhygienic.,Sanitation Department
The ceiling in our apartment is about to collapse.,Building Department
the garbage truck hasn’t come for three days.,Sanitation Department
new house construction encroaching on public property.,Building Department
Electric wires snapped and lying on the road.,Electric Department
Power supply interrupted due to damaged electric pole. please resolve this issue soon.,Electric Department
"No electricity since last night, transformer seems burnt.",Electric Department
"Plaster peeling from walls, building looks unsafe.",Building Department
no water supply in the colony since morning. please resolve this issue soon.,Water Supply Department
New house construction encroaching on public property.,Building Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
Road repair work incomplete for several weeks.,Road Department
newly built road already showing cracks and uneven surface.,Road Department
Damaged footpath blocking safe walking area.,Road Department
there is a power outage in our area since morning.,Electric Department
sewer line overflowing and spreading dirty water.,Sewerage Department
Water pipeline burst near main road causing wastage.,Water Supply Department
"Plaster peeling from walls, building looks unsafe.",Building Department
potholes filled with water causing vehicle skidding.,Road Department
Drainage water stagnating and breeding mosquitoes. please resolve this issue soon.,Sanitation Department
"Road full of potholes, needs immediate repair.",Road Department
road  damaged  badly  due  to  heavy  traffic  and  rain.,Road Department
"Sewer lines cleaned recently, no overflow seen.",Sewerage Department
transformer  burst  causing  short  circuit  and  power  failure.,Electric Department
Power supply interrupted due to damaged electric pole.,Electric Department
The road near the hospital has large potholes.,Road Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Drainage line blocked with plastic and debris.,Sanitation Department
Tap water supply irregular since last week.,Water Supply Department
Potholes on main road causing accidents during rain.,Road Department
Road condition is good after repair.,Road Department
Power supply interrupted due to damaged electric pole.,Electric Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
Current fluctuation damaging home appliances. please resolve this issue soon.,Electric Department
New  house  construction  encroaching  on  public  property.,Building Department
"House foundation damaged, wall tilting slightly.",Building Department
Building under construction without safety barricades.,Building Department
"Building structure fine, no cracks visible.",Building Department
building under construction without safety barricades.,Building Department
Damaged footpath blocking safe walking area.,Road Department
Current fluctuation damaging home appliances.,Electric Department
Damaged footpath blocking safe walking area.,Road Department
Tap water supply irregular since last week.,Water Supply Department
Current fluctuation damaging home appliances.,Electric Department
Low water pressure in our area since yesterday.,Water Supply Department
the road near the hospital has large potholes.,Road Department
Newly built road already showing cracks and uneven surface.,Road Department
Electric poles damaged due to storm.,Electric Department
New house construction encroaching on public property.,Building Department
Damaged footpath blocking safe walking area.,Road Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
sewer line overflowing and spreading dirty water.,Sewerage Department
"Building wall broken after storm, debris blocking entrance. please resolve this issue soon.",Building Department
the road near the hospital has large potholes.,Road Department
Damaged footpath blocking safe walking area.,Road Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
Potholes on main road causing accidents during rain.,Road Department
Transformer burst causing short circuit and power failure.,Electric Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
No water supply in the colony since morning. please resolve this issue soon.,Water Supply Department
The garbage truck hasn’t come for three days.,Sanitation Department
The roof of the building is leaking during rainfall.,Building Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
"No electricity since last night, transformer seems burnt.",Electric Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Sewage leaking from pipeline near footpath.,Sewerage Department
"Water pressure too low, unable to fill tank.",Water Supply Department
Drainage water stagnating and breeding mosquitoes.,Sanitation Department
The  road  near  the  hospital  has  large  potholes.,Road Department
"Building wall broken after storm, debris blocking entrance.",Building Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
"Plaster peeling from walls, building looks unsafe.",Building Department
The roof of the building is leaking during rainfall.,Building Department
"Drinking water contaminated, smells bad. please resolve this issue soon.",Water Supply Department
Street lights are not working in our colony. please resolve this issue soon.,Electric Department
No water supply in the colony since morning.,Water Supply Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
Newly built road already showing cracks and uneven surface.,Road Department
The road near the hospital has large potholes.,Road Department
The garbage truck hasn’t come for three days.,Sanitation Department
The garbage truck hasn’t come for three days.,Sanitation Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
"Underground sewage clogged, foul smell spreading.",Sewerage Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
"No garbage issue today, area looks clean.",Sanitation Department
"No electricity since last night, transformer seems burnt.",Electric Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
New house construction encroaching on public property.,Building Department
Sewage backflow inside homes during rainfall.,Sewerage Department
The  garbage  truck  hasn’t  come  for  three  days.,Sanitation Department
Holes on road making it dangerous for vehicles.,Road Department
"No electricity since last night, transformer seems burnt.",Electric Department
Building structure showing deep cracks after heavy rain.,Building Department
Building under construction without safety barricades.,Building Department
Holes on road making it dangerous for vehicles.,Road Department
"Electric transformer making loud noise, possible fire risk.",Electric Department
"Plaster peeling from walls, building looks unsafe.",Building Department
Potholes  filled  with  water  causing  vehicle  skidding.,Road Department
Cracks have appeared on the wall of the community building.,Building Department
Road  repair  work  incomplete  for  several  weeks.,Road Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
Water supply working fine with good pressure.,Water Supply Department
No water in tank even after scheduled supply time.,Water Supply Department
Manhole overflowing with sewage water on street.,Sewerage Department
the drainage is overflowing due to heavy rain. please resolve this issue soon.,Sanitation Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
There is a power outage in our area since morning.,Electric Department
Cracks have appeared on the wall of the community building.,Building Department
wires  hanging  dangerously  near  the  electric  pole.,Electric Department
Low water pressure in our area since yesterday.,Water Supply Department
"Footpath broken near school, pedestrians facing difficulty.",Road Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
"building wall broken after storm, debris blocking entrance. please resolve this issue soon.",Building Department
Uncollected garbage making the area unhygienic.,Sanitation Department
No water supply in the colony since morning.,Water Supply Department
"No garbage issue today, area looks clean.",Sanitation Department
"Sewerage water mixing with rainwater, causing pollution.",Sewerage Department
Power supply interrupted due to damaged electric pole.,Electric Department
Sewer pipeline damaged causing leakages. please resolve this issue soon.,Sewerage Department
"Building wall broken after storm, debris blocking entrance.",Building Department
"Drainage system clogged, water overflowing onto road.",Sanitation Department
Building under construction without safety barricades.,Building Department
Potholes on main road causing accidents during rain.,Road Department
"Street cleaning not done for a week, garbage everywhere. please resolve this issue soon.",Sanitation Department
New house construction encroaching on public property.,Building Department
Cracks have appeared on the wall of the community building.,Building Department
No water in tank even after scheduled supply time.,Water Supply Department
Wires hanging dangerously near the electric pole.,Electric Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
Street lights are not working in our colony.,Electric Department
Blocked sewer line needs urgent cleaning.,Sewerage Department
Water pipeline burst near main road causing wastage.,Water Supply Department
Waste dumped openly on roadside attracting animals.,Sanitation Department
cracks have appeared on the wall of the community building.,Building Department
The drainage is overflowing due to heavy rain.,Sanitation Department
Water coming muddy and not suitable for drinking. please resolve this issue soon.,Water Supply Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Drainage water stagnating and breeding mosquitoes.,Sanitation Department
Manhole overflowing with sewage water on street.,Sewerage Department
Manhole overflowing with sewage water on street.,Sewerage Department
"Open  manhole  near  park,  dangerous  for  children.",Sewerage Department
Sewage backflow inside homes during rainfall.,Sewerage Department
Blocked  sewer  line  needs  urgent  cleaning.,Sewerage Department
Manhole overflowing with sewage water on street. please resolve this issue soon.,Sewerage Department
sewer line overflowing and spreading dirty water. please resolve this issue soon.,Sewerage Department
The  road  near  the  hospital  has  large  potholes.,Road Department
Building under construction without safety barricades.,Building Department
Newly built road already showing cracks and uneven surface.,Road Department
Manhole overflowing with sewage water on street.,Sewerage Department
"No electricity since last night, transformer seems burnt.",Electric Department
"Drainage  system  clogged,  water  overflowing  onto  road.",Sanitation Department
Potholes filled with water causing vehicle skidding.,Road Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
"No electricity since last night, transformer seems burnt.",Electric Department
No water in tank even after scheduled supply time.,Water Supply Department
There is a power outage in our area since morning. please resolve this issue soon.,Electric Department
Pipeline leakage near valve leading to water loss.,Water Supply Department
The ceiling in our apartment is about to collapse.,Building Department
Potholes  on  main  road  causing  accidents  during  rain.,Road Department
"Building  wall  broken  after  storm,  debris  blocking  entrance.",Building Department
"Road full of potholes, needs immediate repair.",Road Department
"Drinking water contaminated, smells bad.",Water Supply Department
"Sewerage water mixing with rainwater, causing pollution. please resolve this issue soon.",Sewerage Department
Building under construction without safety barricades.,Building Department
sewer pipeline damaged causing leakages.,Sewerage Department
Street lights are not working in our colony. please resolve this issue soon.,Electric Department
"Open manhole near park, dangerous for children.",Sewerage Department
The roof of the building is leaking during rainfall.,Building Department
"Plaster peeling from walls, building looks unsafe.",Building Department
The roof of the building is leaking during rainfall.,Building Department
"Plaster peeling from walls, building looks unsafe.",Building Department
Current fluctuation damaging home appliances.,Electric Department
"Old flat wall plaster has fallen off, unsafe for residents.",Building Department
Electric wires snapped and lying on the road.,Electric Department
"Drinking water contaminated, smells bad.",Water Supply Department
Foul smell coming from underground sewerage system.,Sewerage Department
foul smell coming from underground sewerage system.,Sewerage Department
the  roof  of  the  building  is  leaking  during  rainfall.,Building Department
Sewer line overflowing and spreading dirty water.,Sewerage Department
Sewage backflow inside homes during rainfall.,Sewerage Department
Foul smell coming from underground sewerage system.,Sewerage Department
"Overflowing bins near market area, needs cleaning.",Sanitation Department
Water supply disrupted due to pump malfunction.,Water Supply Department
Manhole overflowing with sewage water on street.,Sewerage Department
"Street cleaning not done for a week, garbage everywhere.",Sanitation Department
Foul smell coming from underground sewerage system.,Sewerage Department
Potholes  on  main  road  causing  accidents  during  rain.,Road Department
Sewage backflow inside homes during rainfall.,Sewerage Department
Road damaged badly due to heavy traffic and rain.,Road Department
Sewage backflow inside homes during rainfall.,Sewerage Department
"Garbage not collected regularly, causing bad smell.",Sanitation Department
Sewage  backflow  inside  homes  during  rainfall.,Sewerage Department
Wires hanging dangerously near the electric pole. please resolve this issue soon.,Electric Department
"Water pressure too low, unable to fill tank.",Water Supply Department
Sewage backflow inside homes during rainfall.,Sewerage Department
"Old  flat  wall  plaster  has  fallen  off,  unsafe  for  residents.",Building Department
Drainage line blocked with plastic and debris.,Sanitation Department
"House foundation damaged, wall tilting slightly.",Building Department
